Restaurant_Name,Topic,Rating_Overall,Detail,Date_Written
Rock Me Burger & Bar Nimman Branch,No Title,,Ok for those who want the artery buster Falang burger this is it. I actually spent a half hour or so watching the staffs cooking and it was a treat. This place is as good as any burger place in North America except the cost is Thai. Really if you want a burger this is as good as it gets. Really. Nuf said.,"November 2, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"if youre sick of asian food and have a desire to go back to western burgers and ribs even if its for 1 meal, you must come here for a mind blowing meat menu. well worth it.","October 26, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We were in the neighbourhood and looking for a place that also served good Western food. This turned out to be an excellent choice. Their burgers are delicious, as are their shakes. Sad that we didn't get to eat here again before we had to head out!","October 25, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Came here by coincidence and had the best chickenburger I've ever had. Meat was very good and the potato wedges were delicious. We also ordered an appetizer, but I think something went wrong, beacuse they didn't serve it. Which was for the best, because we had to do our best to eat the whole burger. If you looking for something else than Thai food, I would definately recommand this Burgerbar! Not very expensive and you get a lot of food it!","October 22, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Rock me burger really ROCK !! Tried so many times until I don't even need the menu anymore :) Best burger in town !!!,"October 20, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"The burgers in the place were very nice and the perfect size. The chips were excellent too. Waiter we dealt with was a very nice man and the service was good throughout. . The price was reasonable too. The restaurant itself is quirky inside, it's trying to get that american diner vibe but just misses out, but is quite enjoyable to be in. Overall a very good meal for what it is","October 20, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Was taken by a friend and was pleasantly surprised. The food was surprisingly good and the serves generous The staff were very good, happy, smiling and helpful It is in the middle of a tourist area know for its Bars and Night Life, therefore the prices are to be expected, no its not great value for money but it is worth a visit to indulge yourself Will I return: Most likely yes if I am hungry and nearby, I wouldn't go out of my way to go there.","October 18, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Quite enjoyed they food a lot was a little hung over so it helped. My second visit to this burger joint and both times I have been satisfied with service and quality of the food. They put a lot of love into their meals. Will be back again.,"October 12, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Staff is friendly and all speak good English but the most important this is the hamburger. Perfectly done and delicious, just amazing- no burger like that in Israel.","October 12, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Me and a Friend decided to visit Rock Me Burger, because we were in the mood for American/ Gastropub-type food and were disapointed. The Restaurant itself has a nice enough, but not very special atmosphere and the food was average. The chips we had were wedge-style chips, which was nice, but they had an insane amount of salt on them. Some of the food was good, but some also tasted like wasn't home made. Especially the sauces and dips, eg Gravy, BBQ Sauce, Cheddar Sauce. The cheese at Rockme was terrible, which I would have expected at a local restaurant that only has a few western dishes for tourists, but not at a burger bar. That being said, the service was very good and all the Staff were attentive and friendly. They also have some interesting looking burger combinations on the menu. It is slightly more expensive than othe places in chiang mai I've visited. I wouldn't come back, but I don't feel like I completely wasted my money either. Read less","October 11, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,After spending 7 days at the elephant nature park in Chiangi Mai where all our meals where vegan the first thing everyone was hanging out for was a burger lol. Well let me tell you this place was awesome the meals where to die for. We had great service the staff are all friendly we had 2 table groups with 10 on each table not 1 person had anything negative to say definitely value for money. My wife and I returned there 2 nights later with another couple that had arrived back into Chiangi Mai and they also enjoyed there meals highly recommend for anyone traveling to Chiangi Mai you won't be disappointed.,"October 11, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Hard to describe, kind of a gourmet bar food place. Great burgers, sandwiches, salads and chicken wings. We ate here 5 times on a 6 day stay, the family really loved the food, and the service is excellent. They have good music playing, good seating arrangement, well staffed, clean bathrooms.","October 7, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,The burgers here are truely awsome. Great quality & very tasty. I ate here a couple of times during my last 10 day stay in Chiang Mai. The menu is extensive & whilst the burgers aren't cheap they are well worth the price. My only negative comment would be that on both occasions I visited with my mate his burger arrived very quickly & mine didn't arrive until well after he'd eaten & completely finished his burger. The service was always friendly & the staff very helpful it was just the disjointed delivery of the meals that let it down. I would certainly visit again though because the food is great. Read less,"September 30, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,The food was pretty average. Okay for a quick bite late at night. However the service was very quick and efficient. Many more choices all around but good in a pinch,"September 25, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,If you like burgers this is the place to go. I prefer the local thai food but we tried it once and it was very nice I have to say,"September 22, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Crisp toasted bun, hot salty fresh wedgies, cheeky onion ring...all served on a wooden slab to keep them warm. Rocking in Hell, or Rocking in Hell.....just makes you want to go ooooooooh. A great place to watch the crowds go by....with great friendly service. What more is there to say.","September 16, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Great Food, good selection of food, Water mist sprays out the front. Friendly and good English speaking staff","September 15, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Excellent... Beer cold ... Burger hot... Music great... Want good food .. Go!!! Short walk from night market and Le Meridian,"September 15, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Visited restaurant once. Ordered crispy chicken burger. Burger was delicious. Presentation was really nice. Staff were attentive and service was good. Worth a visit.,"September 14, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Good selection of really tasty burgers. Great staff too. Enjoyed it a lot. Easy to find, on the street towards Chiang Mai's night bazar.","September 14, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We have been in Chang mai for a few days and came across this burger bar whilst searching for some home comfort food after suffering really bad stomachs, trying the local food stands. This place Looks so cool and fab from the outside, very clean and peaceful inside which is what you need in crazy Chang mai sometimes. The staff were so so polite and really went out of there way to make us feel comfortable. The food was out of this world, I didn't even manage to take a photo because I just wolfed it right down! It is not over priced at all, if anything it is underpriced for An amazing burger with quality meat! When they say cheddar cheese they mean cheddar cheese, so any of you Brits having cravings,this is the place to go! We will 100% go back to this place, the staff seem very happy and cheerful to be working there and we felt more than welcome! Read less","September 13, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,We went there with a friend today as he recommended this place to me and the food was lovely. They asked us how do we want our beef to be - we went for medium and it was so delicious. They do not try to save on meat or cheese even if thats very expensive in Thailand and we still had a very good value for our meals - 200 baht each for tasty burger with chips it was very good :),"September 10, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"The Rock Me is attached to the Raming Lodge Hotel and has the best burgers and hot dogs I've had anywhere on my travels. The Thai food is very good too. You have to ask for the Thai Food Menu as they usually just hand out the burger one. You'll have to eat there a few times to sample both types of food as the menus are so extensive. I stayed at the Raming Lodge for a week and so tried quite a few dishes. The staff and the manager, Dan, are really welcoming and aside from providing great food and service at a reasonable price, they have a great sense of humour. In short - great food, cold beer, friendly staff and reasonable prices. I recommend the Rock Me and think that it's a ""must visit"" when in Chiang Mai ! Read less","September 9, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,This place has the best burgers I have had anywhere on my travels. The staff are so nice too and looked after us so well and remember us the next day when we went back!,"September 7, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"This restaurant is part of the Raming Lodge and had been modified. The old restaurant was over priced and not that wonderful, but this place has the best burgers in Chiang Mai and I go here to eat even if I am not staying there.","September 5, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"For a teacher in Thailand who doesn't live in a big city and doesn't have access to hamburgers, Rock Me Burger is heaven. I ordered the simple hamburger, and it was absolutely delicious. Cooked to perfection. And the bun is incredibly yummy as well. The French fries are also fantastic. Staff was lovely and location is good, walkable from old city. Highly recommend! Read less","September 2, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"The burgers, golden fries, caesar salad, coleslaw tasted just amazing, loved it and will definetly eat here again during my stay!! Also great milk- and fruitshakes. Nothing bad to tell.","August 30, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"I'm not exactly why this is, but no burgers anywhere in the world are as good as ones from the States. Not fast-food ones, but ones from the best local joints. They're just...better. Perhaps it's the meat (but I've had too-notch beef in many countries), but something always seems to be a bit lacking flavor-wise. And no, this is not some displaced patriotic loyalty to my country of origin! That being said, Rock Me Burgers in Chiang Mai is ""as good as it gets"" in this foodie town. Best of the bunch, hands down. Ample, tasty beef (chicken, pork and veggie options exist as well) patties, served on good buns (toasted, as they should be), and all the trimmings (except come to think of it--onions, but I'm sure they can be requested). Nice steak fries served with one perfect onion ring complete a near-perfect meal. Service was decent-plus, and a nice English-speaking manager checked in with guests throughout my visit. Two caveats. I ordered my burger medium-rare, and it arrived very rare. (This was promptly and courteously remedied). I'd keep this in mind when ordering: you might want to order up one notch of ""doneness"" according to your preference. Also, especially given the large portion size of the burgers, I feel a few more fries on the plate would contribute to the meal. The portion size of the great fries was just a little skimpy. Will I go back? You betcha, the next time I get a burger-Jones, I'll be right there! It might not match its US competition, but then, have you ever had Pad Thai in your home country that matches even food stall noodles here? Read less","August 27, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,We live an hour out of town so when we come down to Chiang Mai we want something tasty and different to the meals in our mountain village. We ordered the original burgers and they where spectacular. They have a real home made beef patty and tasty melted cheese. We will definitely be back.,"August 15, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We ordered the original burger and a beer - it came out, all stacked high full of delicious REAL beef pattie and perfectly melted cheese (that actually you can TASTE) - with hand cut fat chips and a huge onion ring. It is big and oh so good - I couldn't finish the chips but hubby happily chowed down on the remainder. It was a little early in the day to continue boozing, however another visit to consume some cocktails is a must! See you soon!","August 15, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"So good! Dan the man speaks amazing english, the borders are almost just like home. Everything is super tasty!","August 9, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Super super nice burger, onion rings amazing, fries top class. 180 baht. What more can I say??? I'll be coming again soon","August 2, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Friendly. Well priced. Good quality food and lots of it! Worth a trip if you're in need of a break from street food........,"July 29, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Best ingredients selected by its owner. Nice decorating, very friendly staffs, and the atmosphere is great! The taste of my burger, 'Rock in Heaven', was stunning. Worth to try once in your life. HIGHLY RECOMMENDED!","July 27, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Haven't got such a nice burger for a while.......I love this place. Staff speak perfect English, nice place for lunch! I think is 100% for me. I will come again!!","July 24, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Stumbled upon this place and I sure am glad I did, I don't know about the bad reviews but my burger was perfect, the meat tasted like it was seasoned and had a great flavor fries were a little well done but I didn't go there for fries, my wife had the ribs they were excellent and they had a side of potato salad that was the bomb, it tasted like it had wasabi or horse radish mixed in it. our waiter was named Dang and he was a dang good waiter spoke excellent English and had a great sense of humor, overall I really enjoyed this place and plan on going back again","July 23, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Very good burgers here. Fries are nice an the onion rings were done perfectly. You can sit outside at the bar or eat inside. Staff were nice and restaurant was family friendly If you want a break from Thai food in Chiang Mai this is a good choice.,"July 19, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"The first time we went here we couldn't get any service at all. My partner insisted we go again as they have good boutique beer. This time we were pointed towards a table & given menus farely quickly. We ordered drinks - a Black Butte for my beer loving partner & a Rock Me Green mocktail for me. We shared a serve of ribs & sides & a side salad. The ribs were average. The side salad was lettuce & only lettuce - no onion, no cucumber, no tomato. My partner wanted a second beer, our waiter had disappeared & getting the attention of another waiter took ages. We had to ask twice for the beer. I was hoping to have dessert. There was no waiters around to ask. When one eventually turned up he said 'you can have ice cream'. We had to ask for the dessert menu. I eventually ordered a banana split - the waiter eventually came back & said they had no bananas. We asked for our bill. After waiting for 10+ minutes we got up to walk out, one of the staff ran up to us with our bill. 1050+baht for a very average meal & abysmal service. BTW, my mocktail was fluorescent green & tasted like lime cooler from the 60s. Don't go here. Read less","July 18, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Located right at the entrance of The Raming Lodge where we were staying. Rock Me Burgers has the most yummy burgers which were huge! We also ordered the chicken skewers which were massive. Check with the staff if you don't like spicy as the BBQ sauce on the skewers was hotter than I was expecting. This restaurant is a little pricy in comparison to other restsurants but still cheap when we compared to what we would pay at home. Well worth a visit with staff who are super friendly. We had the pleasure of meeting Dang who served us on the night we were there and he was the nicest man you'd ever want to meet. Service with an A+ smile.,"July 5, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"All in the title, a great surprise for my wife and I! After being tired of eating rice all week these burgers were just heaven in our mouths! Keep rocking!","July 5, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Greatly surprised. Good cheap eats & quality burgers. Good sized meals too, just check the bbq sauce first, kids found it a bit spicy. Best buy though was the ribs, 1.5kg of bbq pork rib that melted in your mouth. On the will visit again list.","July 4, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Excellent Burgers! It was delicious and exaclty what we needed after 8 days in motorcycle around north of Thailand,"July 3, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Great range of Burgers, Hot dogs, Asian meals. A little expensive in comparison to other Restaurants, but meals are TOP quality","June 29, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,We had a group of six people all thoroughly enjoy their meals Enormous fish sandwiches were a hit along with the burgers. The ribs were good but could have had a spicier sauce for my taste. There wasn't an empty table in the house and the atmosphere was very good.,"June 29, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"At the Moment probably the best Burger Restaurant in Chiang Mai,was pretty surprised to get such a good burger in Thailand. The shakes are also above average ;)","June 28, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We came here for dinner and we weren't dissapointed! The food here is just amazing! The service was brilliant our waiter was so friendly and helpful. I had the Mac n cheese burger, my bf had the cheese and bacon dog and our friends shared the 1kg of ribs. I do wish I could have had a bigger stomach because the food was so amazing I would have eaten it all over again if I could have fit it in! Its a very busy restaurant, lots of locals there wasn't many tourists in there when we went. Their cocktails... Amazing, try the pirates of the Caribbean, it comes bubbling with dry ice!! There was a slight wait on food,but you expect that because it's Thailand and this place is super busy, BUT worth the wait!!!?? Read less","June 24, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Waited a long time for my food and when it arrived it was cold. Paying B450 for ribs and they can't managed to get it right. Disappointing,"June 24, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Was just passing by and the smell of beautiful burgers pulled us in! They were great tasting and well presented, also the staff were great and had plenty to say about things to do and see in Chiang Mai.","June 20, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,We came across this restaurant by chance which we are so glad we did! A wonderful atmosphere with friendly staff and fantastic food! The burgers are some of the best we have had! They were more than happy to accomodate a vegetarian like me and nothing was too much trouble. 5 stars!!,"June 19, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"simply the best in Chiang Mai!!!!! the pattie delicious and can come rare as the meat so good, the bun is home made corn bread, plus many other things on the menu. A must try is the amazing wasabi mayo for the potato wedges that come with every burger. The place is clean the staff are very polite and well spoken in Thai and English. I will be returning and recommend to all except vegetarians unless you want to be converted.","June 17, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Being from the UK I'm not sure of the standard of burgers in Thailand; especially as it's not their own dish. Of you're looking for burgers or meat in general in Chiang Mai, this is the place to go. The restaurant was clean, the staff polite and spoke a good level of English. The burgers were cooked to your taste (medium, rare, well done etc) and were delicious. The meat tastes quality and was cooked correctly. My order didn't come out with my bacon as ordered but this was rectified, mistakes happen so I wasn't too bothered. I'm UK sterling two gigantic burgers, two alcoholic drinks and one side set my partner and I back about £17. Good value for great good. Read less","June 17, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Lovely smell while I waited but the burger was disappointing as the bap was a lot bigger than the burger and too much lettuce etc. It tasted fine but not cheap. In saying that it was always busy so they must be doing some right. I wouldn't go back though.,"June 16, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Crazily overpriced for what are really average service, a dirty bar counter and below average food... don't stop here, keep exploring the amazing culinary landscape of Chiang Mai","June 6, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Warning: the soundtrack will make you want to stay there forever... A great little place for burgers with classic rock playing and memorabilia proudly displayed. We had quick and friendly service despite a slight language barrier with some of the waitresses and there was variety in the menu. A must for rock fans.,"June 2, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Burgers are about it. However, very well done including medium or well cooked choice. Can sit in air conditioning or @ the road side bar. If you enjoy eating burgers, give Rock Me a try.","June 1, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Hard to find a good burger in Thailand so I stopped here. Same Same like everywhere else could not chew most of it and spit it out. ""Buffalo wings were NOT ""Buffalo"" style. I come from Buffalo NY. Not even close.Not even served with blue cheese dressing. Typical Thailand - ""Face value"" -- if it says it on the menu it's so. - NOT! The place looks cool though - again - face value...","June 1, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,If you find yourself in Chiang Mai missing Western food get yourself here! We stumbled upon it by accident and enjoyed one of their amazing burgers. I'd also highly recommend the mango mojito! Enjoy!,"May 29, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"The burgers here are beyond belief. Just the single patties alone will fill you up but if you're really hungry you can order a double. They also have fish and chip, hot dogs and chicken burgers. All very tasty at a reasonable price.","May 25, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"I went to rock me just before 11pm,last orders.not had anything to eat that day either.they said ok no problem,I order the middle of the road burger.come with onion rings included.the meal come out presented nicely,the meal was filling and very tasty.alot to eat for a hungary person,but I ate the lot.highly recommend a burger there if you are hungary and want a good burger in chiang mai.i will go back again for sure.so look it up if you are on a visit to the city","May 22, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,If you love giant burger try this one. The main menu in restaurant is home made burger with large sized served. The meat quality is good and don't take a long time to wait. The price isn't expensive for food.,"May 18, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Nice burger and onion rings, chips are great! Wasn't a fan of the chicken burger personally but it wasn't bad. Not bad price, nice staff and good for a change from Thai food :)","May 17, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,I enjoyed the yummy burgers from the Rock Me Burgers & Bar when we stayed at the Raming Lodge Hotel early May 2015. My favourite burger was the Rock Me Aloha burger which came out with a medium bbq burger plus a slice of sweet bbq pine apple. I would also recommend their 1kg bbq pork spare rib and the coconut shake.,"May 15, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"An outstanding tasty burger was had at this restaurant. On my first visit I had a double burger with a pork patty and a beef patty. The staff asked how I would like the burger cooked and it came out exactly as requested. The accompanying wedges were also nice. On the second visit I had the double burger with 2 beef patties, again cooked exactly as I asked. The price of their menu items is very reasonable and offers great value.","May 13, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We've tried a couple of Burger joints in town so far, amongst them being all those places who claim they have ""Chiang Mai's best burger"".... It's all complete nonsense as none of the burgers out there does even get close to those juicy patties they prepare at Rock Me. The very same applies btw to their hotdogs and ribs. Their staff are great too, so you will walk away not only with a full stomach, but a big smile on your face, too.","May 3, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"That the burgers are very good at Rock Me Burger is indisputable. However, one should not deprive themselves of other top offerings on the menu, thus requiring more than one visit. The rack of ribs, for instance, was marvellous having been cooked to perfection and almost more than one person could eat. Delicious! Strangely though, they were awash in a tomato sauce rather than a nice, traditional barbeque sauce, which, of course, gave them the taste of spaghetti. It might also be noted that service and cleanliness were not found wanting.","April 25, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"This restaurant serves great burgers to a good price. We had the Rock on heaven, a great choice but I bet they are all tasty. 180 bath for the burger(and that includes the very nice fries, onionring). We went to this place the night we arrived in Chiang Mai, and we will return once more before we leave.","April 18, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Rock Me Burger & bar : the best burger i ever had!! Really good! The service was excellent, very friendly! Right at the Raming Hotel & Spa. I was here during Songkran, amazing, what a happening! Never experienced anything like it! Hope to come here again one day.","April 14, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,great burgers i had the double and had it deliver to my room open till midnjght in the ramiinglodge hotel.,"April 9, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"The first time I went I ordered the cheeseburger, it was FANTASTIC! The staff is extremely friendly and attentive. I have been back several times since and the food is consistent. I have taken quite a few friends to the restaurant after my first trip and everyone has commented on how GREAT the burgers are. If you come to Chiang Mai as a tourist or you live here as I do, you have to try this place... you will not be disappointed. I would never eat french fried potatoes with the skins on but after trying theirs I am sold, every time I have been there I have cleaned my plate, which is unusual for me.","March 24, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Same place as raming lodge hotel....nice food....good price, and the drinks were cheap too. If you are staying at the hotel, great for an evening meal.","March 24, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We loved the food in Thailand and Cambodia, but after three plus weeks I was ready for a burger. This place also has beer from the Deschutes and Rogue breweries so I was sold before I ever tried the food. Very cool outside bar right on the street so you can people watch as you enjoy your brew. I had a burger and my wife had the chicken strips. Both were very tasty. We came back two more times!","March 18, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"After a week of eating vegetarian food, me and my friends were keen to satisfy our meat cravings. We actually stumbled across this restaurant on the off chance but, boy were we glad that we did! We were greeted quickly and seated in the outside courtyard which was lovely. The staff were incredible, especially as we kept adding additional items to the order (cheese sauce). We were all pleasantly surprised to be asked how we wanted our meat cooked and I was allowed to adapt my order to suit my diet. The food is beautifully presented and the burgers are sublime! It probably isn't the cheapest meal that you will have in South East Asia but compared to western prices, it most definitely is cheap. I opted for the original beef burger and a diet coke which only cost me 200 baht. £4.00 for a burger and soft drink is pretty good if you ask me! Read less","March 10, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Returned to Chiang Mai after a 3 day trekking trip and was craving a burger. This is the only place I have been abled to get a proper burger since coming to Asia. Don't undermine the pictures in the menu, you a really large portion of food. Fairly good prices and amazing food. P.s. They know how to cook bacon right ~ crispy and delicious.","March 7, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Fancy classic rock style dinner. Fair prices for tasty food (if you are american food lover). Smart choise of cocktails.,"March 6, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We went there for our last dinner in Chiang Mai, little tired with Thai food, an we were not disappointed. Food was absolutely amazing, great burgers and appetizers (best onion rings and fries Ive ever had). Our server didn't really speak english, so there were few confusions but over all it was great ;-) if we are ever back in Chiang Mai we'll definietly visit again.","March 5, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"'Rock Me Burgers' has an amazing selection of burgers! The meals are massive and everything we tried was excellent. The Philly cheesesteak was one of the best I've ever had, and the burgers were outstanding (and huge!). The sides were also excellent, particularly the onion rings. The milkshakes are authentic and very tasty. Try the coconut milkshake! The service was also great. The staff was friendly, helpful, and came around often to offer help.","February 22, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"After spending more than a week in Thailand and always having Thai food for lunch and dinner (which was excellent, most of the time), my husband and I suddenly felt like eating burgers. And when we want to eat burgers, we mean it. No industrial burgers allowed!! So we bumped into this restaurant and bar, that looked 'just alright' from the outside. It was full, but I thought it was full because of the bar. So in a nutshell: This place really serves amazing, juicy and tasty burgers!!! And I mean it!! My husband had the rock me in heaven and I had the see you in hell (i could be wring about the names, but it had heaven and hell in it) and were blown away just after the first bite. Everything was perfect! Really one of the best burgers I have ever had! The second best after the one that I had when I was in Hamburg. For you who like something hot and spicy, I really recommend the ""see you in hell"" burger. I can't explain with words, I just had a really satisfied face after eating it. Don't think twice, if you are a burger lover, you will their burgers!! Read less","February 13, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Ran in here late one night after a burger. I went to the middle of town first, as it was late. Walked into McDonald's and was absolutely offended by the prices. Everyone knows what that stuff costs and no, I'm not at all desperate enough to stand on a long line and pay those prices. Well, enough about where I didn't go! I sat on the counter here at Rock Me Burger and ordered the signature burger. Bacon extra as I wanted. I'm thinking I should have asked for well done bacon, as it wasn't quite done. I did like the fact that the hamburger itself was not frozen, at least not then. The meal itself was professional in presentation and appealing. I went over the top and ordered a strawberry milkshake as well. It was quite good really. It was odd though,it was missing something. The burger itself had a lack of flavor I couldn't erase. No amount of salt or ketchup could repair it. As has been stated before; great for South East Asia. I know that's not a glowing report but that's all I got. One tip though- it came with a handful of fries but the menu doesn't read that way. I ordered fries and couldn't get to them at all as there were enough on the plate. I made a comment to that effect to the server and he took them off. Better result than that can't be had! Try it. Read less","February 9, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"If you want a good burger anywhere in Thailand, you could be looking a long time. This place is a good bet given the dearth of great options here. It's on a busy side street and if you're flying solo, they have a neat bar along the sidewalk to eat at. As for the food, if this were in an American city, it would likely be considered above average. They stack them high and somewhat messy if you're into that kind of thing. The fries were very good, the buffalo wings rather average. But this isn't in America. Given it's here in Chiang Mai, or anywhere in Thailand, it's a solid choice. It's relative to the location, here where good western food is hard to find. It's new as of last year, modern and clean, well above typical Thai standards, so that counts for something. Prices are very reasonable. Read less","February 6, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"A wide variety of well prepared burgers - what else you may ask for? Honestly, if you are in Thailand and ocasionaly still want some old fashioned American food - there is no better place for that in Chiang Mai. There is nothing fancy about the place, just does what it suppose to and does it well. Burgers are served on a big plate along with some French fries.","January 27, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Went here with some friends after a couple of recommendations. We all ordered various burgers and all that arrived were huge and accompanied with chips and onion rings. I will call these gourmet burgers as they are different to what us Aussies are used to but still worth trying. Will definitely go back again when I am in the mood for a hit of western style food.,"January 19, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,I'm American and I've lived in Asia for six months and this might be one of the best sandwiches I've ever had in my whole life. I'm not a beef eater so I had a fish sandwich but it was incredible. The bread was just fantastic. I recommend sitting outside at the bar to watch them cook- it's great. I was really doubtful at first since it's a hotel restaurant (owned by the Raming Lodge) but it did not disappoint!,"January 14, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"Tasty burgers and generous salads. Cute concept, well-executed. Another example of how Raming Lodge is trying to accommodate guest's needs.","January 12, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,Wanted to try out this place after reading it in a magazine. We went there last Saturday evening for dinner. We all wanted to eat burger so this is the right place. There are various types of burger to choose from and to us their burger were juicy and the buns also had flavour. We ordered 4 kinds of burger and they all pretty good. The milkshakes are also pretty ... thick and creamy. The portion is also good size and with the price of the burgers are within 200baht ... not bad at all. The service is ok ... the staff are nice and polite but nothing special. The restaurant is located in the city centre in a popular busy night life area. There are both inside as well as outside seating areas. Plus additional outdoor bar style sitting area where you can enjoy the street view and the making of the burgers. If you fancy a burger then it is worth a visit. Read less,"January 7, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"We've eaten here a few times during our stay in Chiang Mai and have always left satisfied (and full!) The burgers are great but what we've really enjoyed are the ribs and chicken skewers. We could not believe the size of the portions, enough for two to share and well worth the price. One of the servers we've gotten to know there, Deng, is always very friendly and attentive. Great place!","January 6, 2015"
Rock Me Burger & Bar Nimman Branch,No Title,,"As a change from Thai food we dropped in for a burger. Restaurant looks good so gave it a go. The patties tasted good, you order whether you want it rare, medium or well done. They come on a timber plate, fairly juicy and a reasonable size feed. Staff were friendly but after finishing the burgers they left us alone for quite a while until we asked for the bill. They could be trained better to be a bit more attentive.","December 7, 2014"
Rock Me Burger & Bar Nimman Branch,No Title,,The burgers are ok... Super greasy and not very special.. Also the burgers are not that big.. I would give it a 6 out of 10..,"December 5, 2014"
